mesh,h_3d,quantity,L1,L2,Linf,order_L1,order_L2,order_Linf
iv80,0.11856838008968279,conservative.rhov.gradient,0.0016005069398487024,0.003994146167336519,0.030384545512791288,1.931603983334818,1.9042833742030156,1.8437387581496685
iv80,0.11856838008968279,conservative.rhov.value,2.5390905716601577e-06,8.46093218777363e-06,0.0002645555923085352,3.7406974904897083,3.536219887327537,1.8292354993288635
iv80,0.11856838008968279,conservative.rhow.dx,0.0,0.0,0.0,,,
iv80,0.11856838008968279,conservative.rhow.dy,0.0,0.0,0.0,,,
iv80,0.11856838008968279,conservative.rhow.dz,0.0,0.0,0.0,,,
iv80,0.11856838008968279,conservative.rhow.gradient,0.0,0.0,0.0,,,
iv80,0.11856838008968279,conservative.rhow.value,0.0,0.0,0.0,,,
iv80,0.11856838008968279,primitive.p.dx,0.000485789138644667,0.0019591357889001152,0.016415147983620648,1.9378579608311306,1.9114163536369448,1.850523184283031
iv80,0.11856838008968279,primitive.p.dy,0.0004839661645568025,0.001954152173589588,0.016415300926818366,1.9583414730561195,1.9355050624322103,1.852944344596589
iv80,0.11856838008968279,primitive.p.dz,6.423552957798446e-16,2.2292223020936944e-15,6.238780186198134e-14,,,
iv80,0.11856838008968279,primitive.p.gradient,0.0007621703287198213,0.002767114698904647,0.01702171767052632,1.9527506406415123,1.9235299084801958,1.8274291305212336
iv80,0.11856838008968279,primitive.p.value,1.4079009391092848e-06,5.616397409583469e-06,0.0001529859177366033,3.7461215568555453,3.569686426225519,1.8413797795660716
iv80,0.11856838008968279,primitive.rho.dx,0.0003844908539612427,0.0013609449005962775,0.010865364685041123,1.936237108267343,1.9163444170953419,1.8909540779031164
iv80,0.11856838008968279,primitive.rho.dy,0.0003832587264129553,0.0013574072124619009,0.01086547802153437,1.9535879657112178,1.9390203734091302,1.8934655389900616
iv80,0.11856838008968279,primitive.rho.dz,4.777917699563025e-16,1.6375855612073254e-15,4.1572712408100955e-14,,,
iv80,0.11856838008968279,primitive.rho.gradient,0.0006034954101980316,0.0019221668405480798,0.01144013542541431,1.9489907385716712,1.9277413908878667,1.8303724597222653
iv80,0.11856838008968279,primitive.rho.value,9.947566759579278e-07,3.8419139281292785e-06,0.00010123430467023908,3.7987319814924283,3.5665075181531543,1.8138265972764298
iv80,0.11856838008968279,primitive.u.dx,0.0007160725711327642,0.0017941063415299059,0.009598047169773916,1.8945541638965384,1.8713452522072107,1.8480649317570204
iv80,0.11856838008968279,primitive.u.dy,0.0011743637090773464,0.0030185764578323235,0.017854238651635046,1.9246690595906535,1.904905469351576,1.802606001687768
iv80,0.11856838008968279,primitive.u.dz,1.2866705407608165e-15,3.4997673189587586e-15,8.554001028423782e-14,,,
iv80,0.11856838008968279,primitive.u.gradient,0.001510962416229323,0.003511498454577098,0.01785423865163904,1.9187490028980494,1.8962933038233265,1.8026064034670315
iv80,0.11856838008968279,primitive.u.value,2.4214245496873298e-06,7.740988041023975e-06,0.00014516753435678265,3.709441117841681,3.5490581576506397,2.3925091032636363
iv80,0.11856838008968279,primitive.v.dx,0.0011736469487881628,0.0030202851692222865,0.01785281319896115,1.9182044670664278,1.8968474148519707,1.8018866903372475
iv80,0.11856838008968279,primitive.v.dy,0.0007157480228647905,0.0017935289964259053,0.009611342960765823,1.8952418192405227,1.8719842223667849,1.847265326051962
iv80,0.11856838008968279,primitive.v.dz,1.270054177816798e-15,3.4179030153637702e-15,9.042855938496887e-14,,,
iv80,0.11856838008968279,primitive.v.gradient,0.0015103849465263651,0.003512672595680478,0.01785281336516007,1.9143145630491163,1.8904471576848338,1.8018867858122194
iv80,0.11856838008968279,primitive.v.value,2.4475181265972647e-06,8.06052599360888e-06,0.0001774851012170675,3.705975949941152,3.5174197985801765,2.084727991915109
iv80,0.11856838008968279,primitive.w.dx,0.0,0.0,0.0,,,
iv80,0.11856838008968279,primitive.w.dy,0.0,0.0,0.0,,,
iv80,0.11856838008968279,primitive.w.dz,0.0,0.0,0.0,,,
iv80,0.11856838008968279,primitive.w.gradient,0.0,0.0,0.0,,,
iv80,0.11856838008968279,primitive.w.value,0.0,0.0,0.0,,,
