mesh,h,location,quantity,L1,L2,Linf,order_L1,order_L2,order_Linf
iv20,0.4682527619525776,face_norms,control2.jump.rhou,0.0009283615936549263,0.003141647848095006,0.037876575441377125,2.6234085795463775,2.453294463846441,1.907768226253271
iv20,0.4682527619525776,face_norms,control2.jump.rhov,0.000935814654389146,0.003154267525688045,0.04918120056881181,2.5911476877790793,2.428265961909419,1.4504648667982727
iv20,0.4682527619525776,face_norms,control2.jump.rhow,0.0,0.0,0.0,,,
iv20,0.4682527619525776,face_norms,control3.M2.D.rho,0.000421830734578611,0.0019315193307406944,0.02844554929160978,2.659512265414707,2.2962015138064933,1.7255554644876372
iv20,0.4682527619525776,face_norms,control3.M2.D.rhoE,0.0026713461380432338,0.011583141265595578,0.15064403619204011,2.391201549255346,2.0267848872908467,1.5772782296390155
iv20,0.4682527619525776,face_norms,control3.M2.D.rhou,0.001093436681684493,0.003900728538869238,0.055804202506620514,2.631153305048832,2.3389440571530384,1.5527083888478945
iv20,0.4682527619525776,face_norms,control3.M2.D.rhov,0.001107181575545991,0.004004859070378903,0.0598439973637629,2.650280937919281,2.3574181993687753,1.4639331534550901
iv20,0.4682527619525776,face_norms,control3.M2.D.rhow,0.0,0.0,0.0,,,
iv20,0.4682527619525776,face_norms,control3.jump.rho,0.0004101816568827597,0.0018221158339848957,0.02234297604073332,2.6442841454472608,2.2980367515292497,1.756627516795879
iv20,0.4682527619525776,face_norms,control3.jump.rhoE,0.0025784899812975907,0.010922187769939003,0.15331474188537264,2.4239844238556403,2.0923346833278607,1.5123315674101472
iv20,0.4682527619525776,face_norms,control3.jump.rhou,0.0010571935310898298,0.0036782700113080612,0.048104818673666117,2.6485417899485553,2.3798521759436144,1.4662826201349446
iv20,0.4682527619525776,face_norms,control3.jump.rhov,0.001064131769096302,0.003695596299805626,0.05682182650106926,2.6480266127496535,2.3903509196056834,1.218886235226605
iv20,0.4682527619525776,face_norms,control3.jump.rhow,0.0,0.0,0.0,,,
iv20,0.4682527619525776,face_norms,jump.rho,0.001851045431425484,0.007612234629278318,0.07901863611827542,2.2562679161009416,1.888120849866151,1.3224375250114704
iv20,0.4682527619525776,face_norms,jump.rhoE,0.011139508736570089,0.042769361295789815,0.4967545781082392,2.105426542600395,1.755795032536301,1.4198695519944868
iv20,0.4682527619525776,face_norms,jump.rhou,0.004834576273251792,0.014901423238066175,0.149095229528585,2.174987311325352,1.9425081688704493,1.4723470975408404
iv20,0.4682527619525776,face_norms,jump.rhov,0.004840196837166623,0.014890267129040433,0.17155647271393404,2.1759429034927154,1.9527997827557866,1.2834612344962761
iv20,0.4682527619525776,face_norms,jump.rhow,0.0,0.0,0.0,,,
iv20,0.4682527619525776,node_norms,M2.Rd.rho,0.00990622953820789,0.032635655219374615,0.2868522633994953,1.7037533669578262,1.557219222784209,1.6441637433041716
iv20,0.4682527619525776,node_norms,M2.Rd.rhoE,0.06103339060028414,0.19863810865299006,1.8930768337902082,1.5418706875728454,1.2936589439809052,1.2314913864342505
iv20,0.4682527619525776,node_norms,M2.Rd.rhou,0.02440784252084372,0.06391039857775636,0.468613751805113,1.7389344537449851,1.4343229045201824,0.8330933600624306
iv20,0.4682527619525776,node_norms,M2.Rd.rhov,0.02448162395939218,0.06438962718766283,0.46894149769514476,1.7532770982630361,1.4492004275688923,0.9043688693149043
iv20,0.4682527619525776,node_norms,M2.Rd.rhow,8.072880182564767e-17,1.7934540146865778e-16,8.88178419700126e-16,,,
iv20,0.4682527619525776,node_norms,Roe.Rd.rho,0.007060977467030321,0.022464325749728797,0.18764956264952903,1.651000540725485,1.4009408056003514,1.4772387991941895
iv20,0.4682527619525776,node_norms,Roe.Rd.rhoE,0.04643280496620394,0.1506267804188574,1.3947141090114432,1.5298299728790905,1.2404417144025857,1.0910806880628063
iv20,0.4682527619525776,node_norms,Roe.Rd.rhou,0.016052412976429686,0.04642239327029876,0.38138609603469614,1.7267403334738904,1.3374828467675297,0.9480294968631108
iv20,0.4682527619525776,node_norms,Roe.Rd.rhov,0.016042034043901202,0.0463707433975276,0.37630916172369777,1.7201465001173128,1.3507872073198497,0.9884431380490367
iv20,0.4682527619525776,node_norms,Roe.Rd.rhow,8.084115252781644e-17,1.7935557372453952e-16,8.918287696638776e-16,,,
iv20,0.4682527619525776,node_norms,central_rhs.rho,0.026183459172415432,0.08642755798270021,0.5300934134578743,-0.0526160869006697,-0.2909309811751788,-0.5457960108758063
iv20,0.4682527619525776,node_norms,central_rhs.rhoE,0.15118363780719957,0.40304532297446377,2.4880812959413134,-0.2324667368971907,-0.37116602298866697,-0.6818399727384017
iv20,0.4682527619525776,node_norms,central_rhs.rhou,0.08805633533379606,0.2020010766795712,1.0197279837320716,-0.13925654485514588,-0.2461549175257063,-0.47824276083341427
